Team,Position,Player,Full Name,Total Score,Injured
Zac Brittain,3B,E Suarez,Eugenio Suárez,759.0,N
Zac Brittain,SS,G Henderson,Gunnar Henderson,1133.0,N
Zac Brittain,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Zac Brittain,OF,A Judge,Aaron Judge,622.0,Y
Zac Brittain,OF,J Soto,Juan Soto,867.0,N
Zac Brittain,OF,M Trout,Mike Trout,1100.0,N
Zac Brittain,OF,J Wood,James Wood,1337.0,Y
Zac Brittain,OF,R Anthony,Roman Anthony,237.0,N
Zac Brittain,OF,F Tatis Jr,Fernando Tatis Jr.,1255.0,N
Zac Brittain,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Zac Brittain,DH/Utility,Y Alvarez,Yordan Alvarez,1496.0,N
Zac Brittain,SP,T Skubal,Tarik Skubal,824.0,N
Zac Brittain,SP,P Skenes,Paul Skenes,877.0,N
Zac Brittain,SP,C Sanchez,Cristopher Sánchez,1160.0,N
Zac Brittain,SP,C Sale,Chris Sale,1014.0,N
Zac Brittain,SP,L Webb,Logan Webb,734.0,N
Zac Brittain,SP,J DeGrom,Jacob deGrom,830.0,N
Zac Brittain,SP,E Perez,Eury Pérez,758.0,N
Zac Brittain,SP,J Ryan,Joe Ryan,723.0,Y
Zac Brittain,RP,S Dominguez,Seranthony Domínguez,345.0,N
Zac Brittain,RP,R O'Brien,Riley O'Brien,441.0,N
Zac Brittain,RP,A Uribe,Abner Uribe,342.0,N
Zac Brittain,RP,C Smith,Cade Smith,583.0,N
Brandon Zaikowski,C,C Raleigh,Cal Raleigh,725.0,N
Brandon Zaikowski,C,H Goodman,Hunter Goodman,1093.0,N
Brandon Zaikowski,1B,P Alonso,Pete Alonso,1311.0,N
Brandon Zaikowski,1B,V Guerrero Jr,Vladimir Guerrero Jr.,878.0,N
Brandon Zaikowski,2B,B Turang,Brice Turang,1208.0,N
Brandon Zaikowski,2B,K Marte,Ketel Marte,1006.0,N
Brandon Zaikowski,3B,J Caminero,Junior Caminero,1340.0,N
Brandon Zaikowski,3B,J Ramirez,José Ramírez,944.0,N
Brandon Zaikowski,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Brandon Zaikowski,SS,E De La Cruz,Elly De La Cruz,1183.0,N
Brandon Zaikowski,OF,A Judge,Aaron Judge,622.0,Y
Brandon Zaikowski,OF,Y Alvarez,Yordan Alvarez,1496.0,N
Brandon Zaikowski,OF,R Acuna Jr,Ronald Acuña Jr.,764.0,N
Brandon Zaikowski,OF,J Soto,Juan Soto,867.0,N
Brandon Zaikowski,OF,J Wood,James Wood,1337.0,Y
Brandon Zaikowski,OF,F Tatis Jr,Fernando Tatis Jr.,1255.0,N
Brandon Zaikowski,DH/Utility,N Kurtz,Nick Kurtz,1003.0,Y
Brandon Zaikowski,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Brandon Zaikowski,SP,G Crochet,Garrett Crochet,168.0,Y
Brandon Zaikowski,SP,T Skubal,Tarik Skubal,824.0,N
Brandon Zaikowski,SP,J Ryan,Joe Ryan,723.0,Y
Brandon Zaikowski,SP,M Gore,MacKenzie Gore,804.0,N
Brandon Zaikowski,SP,C Sanchez,Cristopher Sánchez,1160.0,N
Brandon Zaikowski,SP,P Skenes,Paul Skenes,877.0,N
Brandon Zaikowski,SP,L Webb,Logan Webb,734.0,N
Brandon Zaikowski,SP,S Alcantara,Sandy Alcantara,940.0,N
Brandon Zaikowski,RP,S Dominguez,Seranthony Domínguez,345.0,N
Brandon Zaikowski,RP,R Detmers,Reid Detmers,884.0,N
Brandon Zaikowski,RP,Jo Romero,JoJo Romero,255.0,N
Brandon Zaikowski,RP,D Palencia,Daniel Palencia,128.0,N
Ben Fowler,C,C Raleigh,Cal Raleigh,725.0,N
Ben Fowler,C,H Goodman,Hunter Goodman,1093.0,N
Ben Fowler,1B,V Guerrero Jr,Vladimir Guerrero Jr.,878.0,N
Ben Fowler,1B,N Kurtz,Nick Kurtz,1003.0,Y
Ben Fowler,2B,B Turang,Brice Turang,1208.0,N
Ben Fowler,2B,K Marte,Ketel Marte,1006.0,N
Ben Fowler,3B,J Ramirez,José Ramírez,944.0,N
Ben Fowler,3B,A Bregman,Alex Bregman,1215.0,N
Ben Fowler,SS,G Henderson,Gunnar Henderson,1133.0,N
Ben Fowler,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Ben Fowler,OF,A Judge,Aaron Judge,622.0,Y
Ben Fowler,OF,B Nimmo,Brandon Nimmo,1006.0,N
Ben Fowler,OF,R Acuna Jr,Ronald Acuña Jr.,764.0,N
Ben Fowler,OF,J Soto,Juan Soto,867.0,N
Ben Fowler,OF,J Wood,James Wood,1337.0,Y
Ben Fowler,OF,F Tatis Jr,Fernando Tatis Jr.,1255.0,N
Ben Fowler,DH/Utility,E De La Cruz,Elly De La Cruz,1183.0,N
Ben Fowler,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Ben Fowler,SP,G Crochet,Garrett Crochet,168.0,Y
Ben Fowler,SP,T Skubal,Tarik Skubal,824.0,N
Ben Fowler,SP,J Ryan,Joe Ryan,723.0,Y
Ben Fowler,SP,H Brown,Hunter Brown,461.0,N
Ben Fowler,SP,E Perez,Eury Pérez,758.0,N
Ben Fowler,SP,C Sanchez,Cristopher Sánchez,1160.0,N
Ben Fowler,SP,P Skenes,Paul Skenes,877.0,N
Ben Fowler,SP,L Webb,Logan Webb,734.0,N
Ben Fowler,RP,N Martinez,Nick Martinez,711.0,N
Ben Fowler,RP,G Taylor,Grant Taylor,536.0,N
Ben Fowler,RP,R Detmers,Reid Detmers,884.0,N
Ben Fowler,RP,K Leahy,Kyle Leahy,687.0,N
Trevor Maslowski,C,S Langeliers,Shea Langeliers,852.0,Y
Trevor Maslowski,C,C Raleigh,Cal Raleigh,725.0,N
Trevor Maslowski,1B,P Alonso,Pete Alonso,1311.0,N
Trevor Maslowski,1B,V Guerrero Jr,Vladimir Guerrero Jr.,878.0,N
Trevor Maslowski,2B,O Lopez,Otto Lopez,1187.0,N
Trevor Maslowski,2B,B Turang,Brice Turang,1208.0,N
Trevor Maslowski,3B,J Caminero,Junior Caminero,1340.0,N
Trevor Maslowski,3B,J Ramirez,José Ramírez,944.0,N
Trevor Maslowski,SS,C Montgomery,Colson Montgomery,1028.0,N
Trevor Maslowski,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Trevor Maslowski,OF,R Anthony,Roman Anthony,237.0,N
Trevor Maslowski,OF,A Judge,Aaron Judge,622.0,Y
Trevor Maslowski,OF,Y Alvarez,Yordan Alvarez,1496.0,N
Trevor Maslowski,OF,R Acuna Jr,Ronald Acuña Jr.,764.0,N
Trevor Maslowski,OF,J Soto,Juan Soto,867.0,N
Trevor Maslowski,OF,J Wood,James Wood,1337.0,Y
Trevor Maslowski,DH/Utility,Z Neto,Zach Neto,1207.0,N
Trevor Maslowski,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Trevor Maslowski,SP,T Skubal,Tarik Skubal,824.0,N
Trevor Maslowski,SP,J Ryan,Joe Ryan,723.0,Y
Trevor Maslowski,SP,J DeGrom,Jacob deGrom,830.0,N
Trevor Maslowski,SP,S Imanaga,Shota Imanaga,789.0,N
Trevor Maslowski,SP,C Burns,Chase Burns,944.0,N
Trevor Maslowski,SP,P Skenes,Paul Skenes,877.0,N
Trevor Maslowski,SP,Z Gallen,Zac Gallen,300.0,Y
Trevor Maslowski,SP,K Freeland,Kyle Freeland,458.0,Y
Trevor Maslowski,RP,Jo Duran,Jhoan Duran,486.0,N
Trevor Maslowski,RP,Jo Romero,JoJo Romero,255.0,N
Trevor Maslowski,RP,M Miller,Mason Miller,640.0,N
Trevor Maslowski,RP,R Walker,Ryan Walker,110.0,N
Steve Richards,C,C Raleigh,Cal Raleigh,725.0,N
Steve Richards,C,H Goodman,Hunter Goodman,1093.0,N
Steve Richards,1B,P Alonso,Pete Alonso,1311.0,N
Steve Richards,1B,V Guerrero Jr,Vladimir Guerrero Jr.,878.0,N
Steve Richards,2B,B Turang,Brice Turang,1208.0,N
Steve Richards,2B,K Marte,Ketel Marte,1006.0,N
Steve Richards,3B,J Caminero,Junior Caminero,1340.0,N
Steve Richards,3B,J Ramirez,José Ramírez,944.0,N
Steve Richards,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Steve Richards,SS,Z Neto,Zach Neto,1207.0,N
Steve Richards,OF,A Judge,Aaron Judge,622.0,Y
Steve Richards,OF,B Rooker,Brent Rooker,359.0,Y
Steve Richards,OF,W Langford,Wyatt Langford,744.0,N
Steve Richards,OF,R Acuna Jr,Ronald Acuña Jr.,764.0,N
Steve Richards,OF,J Soto,Juan Soto,867.0,N
Steve Richards,OF,J Wood,James Wood,1337.0,Y
Steve Richards,DH/Utility,K Schwarber,Kyle Schwarber,1308.0,N
Steve Richards,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Steve Richards,SP,G Crochet,Garrett Crochet,168.0,Y
Steve Richards,SP,T Skubal,Tarik Skubal,824.0,N
Steve Richards,SP,J Ryan,Joe Ryan,723.0,Y
Steve Richards,SP,H Brown,Hunter Brown,461.0,N
Steve Richards,SP,N Lodolo,Nick Lodolo,321.0,N
Steve Richards,SP,P Skenes,Paul Skenes,877.0,N
Steve Richards,SP,M Liberatore,Matthew Liberatore,639.0,N
Steve Richards,SP,L Webb,Logan Webb,734.0,N
Steve Richards,RP,S Dominguez,Seranthony Domínguez,345.0,N
Steve Richards,RP,P Fairbanks,Pete Fairbanks,325.0,Y
Steve Richards,RP,D Palencia,Daniel Palencia,128.0,N
Steve Richards,RP,M Miller,Mason Miller,640.0,N
Andrew Serio,C,C Raleigh,Cal Raleigh,725.0,N
Andrew Serio,C,H Goodman,Hunter Goodman,1093.0,N
Andrew Serio,1B,N Kurtz,Nick Kurtz,1003.0,Y
Andrew Serio,1B,V Guerrero Jr,Vladimir Guerrero Jr.,878.0,N
Andrew Serio,2B,B Turang,Brice Turang,1208.0,N
Andrew Serio,2B,L Keaschall,Luke Keaschall,982.0,N
Andrew Serio,3B,J Caminero,Junior Caminero,1340.0,N
Andrew Serio,3B,J Ramirez,José Ramírez,944.0,N
Andrew Serio,SS,B Witt Jr,Bobby Witt Jr.,1167.0,N
Andrew Serio,SS,G Henderson,Gunnar Henderson,1133.0,N
Andrew Serio,OF,A Judge,Aaron Judge,622.0,Y
Andrew Serio,OF,R Anthony,Roman Anthony,237.0,N
Andrew Serio,OF,J Soto,Juan Soto,867.0,N
Andrew Serio,OF,C Carroll,Corbin Carroll,1265.0,N
Andrew Serio,OF,F Tatis Jr,Fernando Tatis Jr.,1255.0,N
Andrew Serio,OF,J Wood,James Wood,1337.0,Y
Andrew Serio,DH/Utility,E De La Cruz,Elly De La Cruz,1183.0,N
Andrew Serio,DH/Utility,S Ohtani,Shohei Ohtani,1928.0,N
Andrew Serio,SP,T Skubal,Tarik Skubal,824.0,N
Andrew Serio,SP,P Skenes,Paul Skenes,877.0,N
Andrew Serio,SP,L Webb,Logan Webb,734.0,N
Andrew Serio,SP,C Sanchez,Cristopher Sánchez,1160.0,N
Andrew Serio,SP,J DeGrom,Jacob deGrom,830.0,N
Andrew Serio,SP,E Perez,Eury Pérez,758.0,N
Andrew Serio,SP,H Brown,Hunter Brown,461.0,N
Andrew Serio,SP,C Sale,Chris Sale,1014.0,N
Andrew Serio,RP,G Taylor,Grant Taylor,536.0,N
Andrew Serio,RP,B Joyce,Ben Joyce,71.0,N
Andrew Serio,RP,R O'Brien,Riley O'Brien,441.0,N
Andrew Serio,RP,D Palencia,Daniel Palencia,128.0,N
